 Code , Species ,ICES code,ICES area,Advice,Year, Sea , Choices , ICES advice ,Catches corresponding to advice,Landings corresponding to advice,
 lin.27.3a4a6-91214 - 2005 , Ling ,lin.27.3a4a6-91214,"6-9, 12, 14, 3a, 4a",-,2005, Atlantic ,, Effort reduced by 30% ,,,
 lin.27.3a4a6-91214 - 2006 , Ling ,lin.27.3a4a6-91214,"6-9, 12, 14, 3a, 4a",-,2006, Atlantic ,, Biennial ,,,
 lin.27.3a4a6-91214 - 2007 , Ling ,lin.27.3a4a6-91214,"6-9, 12, 14, 3a, 4a","10,000",2007, Atlantic ,, Reduce about 30% in catches ,,,
 lin.27.3a4a6-91214 - 2008 , Ling ,lin.27.3a4a6-91214,"6-9, 12, 14, 3a, 4a","10,000",2008, Atlantic ,, Biennial ,,,
 lin.27.3a4a6-91214 - 2009 , Ling ,lin.27.3a4a6-91214,"6-9, 12, 14, 3a, 4a","10,000",2009, Atlantic ,, Constain catches ,,,
 lin.27.3a4a6-91214 - 2010 , Ling ,lin.27.3a4a6-91214,"6-9, 12, 14, 3a, 4a","10,000",2010, Atlantic ,, Biennial ,,,
 lin.27.3a4a6-91214 - 2011 , Ling ,lin.27.3a4a6-91214,"6-9, 12, 14, 3a, 4a","15,000",2011, Atlantic ,," Constrain catches to 2003?2008 average, and a reduction in catches should be considered ",,,
 lin.27.3a4a6-91214 - 2012 , Ling ,lin.27.3a4a6-91214,"6-9, 12, 14, 3a, 4a","15,000",2012, Atlantic ,," No new advice, same as 2011 ",,,
 lin.27.3a4a6-91214 - 2013 , Ling ,lin.27.3a4a6-91214,"6-9, 12, 14, 3a, 4a","10,800",2013, Atlantic ,, Reduce catches by 20% ,,,
 lin.27.3a4a6-91214 - 2014 , Ling ,lin.27.3a4a6-91214,"6-9, 12, 14, 3a, 4a","10,800",2014, Atlantic ,," No new advice, same as 2013 ",,,
 lin.27.3a4a6-91214 - 2015 , Ling ,lin.27.3a4a6-91214,"6-9, 12, 14, 3a, 4a","10,800",2015, Atlantic ,," No new advice, same as 2013 ",11 , ? 10.80000 ,
 lin.27.3a4a6-91214 - 2016 , Ling ,lin.27.3a4a6-91214,"6-9, 12, 14, 3a, 4a","14,746",2016, Atlantic ,, Precautionary approach ,15 , ? 14.74600 ,
 lin.27.3a4a6-91214 - 2017 , Ling ,lin.27.3a4a6-91214,"6-9, 12, 14, 3a, 4a","14,746",2017, Atlantic ,, Biennial ,15 , ? 14.74600 ,
 lin.27.3a4a6-91214 - 2018 , Ling ,lin.27.3a4a6-91214,"6-9, 12, 14, 3a, 4a","16,793",2018, Atlantic ,, Precautionary approach ,18 , ? 16.79300 ,
 lin.27.3a4a6-91214 - 2019 , Ling ,lin.27.3a4a6-91214,"6-9, 12, 14, 3a, 4a","17,695",2019, Atlantic ,, Precautionary approach ,18 , ? 16.79300 ,
 lin.27.3a4a6-91214 - 2020 , Ling ,lin.27.3a4a6-91214,"6-9, 12, 14, 3a, 4a","18,516",2020, Atlantic ,, Precautionary approach ,18 , ? 16.79300 ,
 lin.27.5b - 2001 , Ling and blue ling ,lin.27.5b,5b,-,2001, Atlantic ,,,,,
 lin.27.5b - 2002 , Ling and blue ling ,lin.27.5b,5b,-,2002, Atlantic ,,,,,
 lin.27.5b - 2003 , Ling and blue ling ,lin.27.5b,5b,-,2003, Atlantic ,, 30% reduction on fishing effort ,,,
 lin.27.5b - 2004 , Ling and blue ling ,lin.27.5b,5b,-,2004, Atlantic ,, Biennial ,,,
 lin.27.5b - 2005 , Ling and blue ling ,lin.27.5b,5b,-,2005, Atlantic ,, No increase in effort ,,,
 lin.27.5b - 2006 , Ling and blue ling ,lin.27.5b,5b,-,2006, Atlantic ,, Biennial ,,,
 lin.27.5b - 2007 , Ling and blue ling ,lin.27.5b,5b,-,2007, Atlantic ,, No increase in effort ,,,
 lin.27.5b - 2008 , Ling and blue ling ,lin.27.5b,5b,-,2008, Atlantic ,, Biennial ,,,
 lin.27.5b - 2009 , Ling and blue ling ,lin.27.5b,5b,-,2009, Atlantic ,, No increase in effort ,,,
 lin.27.5b - 2010 , Ling and blue ling ,lin.27.5b,5b,-,2010, Atlantic ,, Biennial ,,,
 lin.27.5b - 2011 , Ling and blue ling ,lin.27.5b,5b,-,2011, Atlantic ,, No increase in effort and a reduction in catches should be considered ,,,
 lin.27.5b - 2012 , Ling and blue ling ,lin.27.5b,5b,-,2012, Atlantic ,," No new advice, same as 2011 ",,,
 lin.27.5b - 2013 , Ling and blue ling ,lin.27.5b,5b,"3,900",2013, Atlantic ,, 20% decrease in effort ,,,
 lin.27.5b - 2014 , Ling and blue ling ,lin.27.5b,5b,"3,900",2014, Atlantic ,," No new advice, same as 2013 ",,,
 lin.27.5b - 2015 , Ling and blue ling ,lin.27.5b,5b,"5,050",2015, Atlantic , Assume landings =catches , Same effort advised as for 2013 ,5 , ? 5.05000 ,
 lin.27.5b - 2016 , Ling and blue ling ,lin.27.5b,5b,"5,050",2016, Atlantic , Assume landings =catches , Adjust effort corresponding to catch advice ,5 , ? 5.05000 ,
 lin.27.5b - 2017 , Ling and blue ling ,lin.27.5b,5b,"11,300",2017, Atlantic , Assume landings =catches , Biennial ,11 , ? 11.30000 ,
 lin.27.5b - 2018 , Ling and blue ling ,lin.27.5b,5b,"10,800",2018, Atlantic , Assume landings =catches , Adjust effort corresponding to catch advice ,11 , ? 10.80000 ,
 lin.27.5b - 2019 , Ling and blue ling ,lin.27.5b,5b,"5,196",2019, Atlantic , Assume landings =catches , Biennial ,11 , ? 10.80000 ,
 lin.27.5b - 2020 , Ling and blue ling ,lin.27.5b,5b,"4,157",2020, Atlantic , Assume landings =catches , Adjust effort corresponding to catch advice ,11 , ? 10.80000 ,
 mac.27.nea - 2001 , Mackerel ,mac.27.nea,"1-8, 14, 9a","665,000",2001, Atlantic ,, F = 0.17: Fpa ,,,
 mac.27.nea - 2002 , Mackerel ,mac.27.nea,"1-8, 14, 9a","694,000",2002, Atlantic ,, F = 0.17: Fpa ,,,
 mac.27.nea - 2003 , Mackerel ,mac.27.nea,"1-8, 14, 9a","542,000",2003, Atlantic ,, F = 0.17: Fpa ,,,
 mac.27.nea - 2004 , Mackerel ,mac.27.nea,"1-8, 14, 9a","545,000",2004, Atlantic ,, F = 0.17: Fpa ,,,
 mac.27.nea - 2005 , Mackerel ,mac.27.nea,"1-8, 14, 9a","420,000",2005, Atlantic , High end of range , F = 0.15 to 0.20 ,,,
 mac.27.nea - 2006 , Mackerel ,mac.27.nea,"1-8, 14, 9a","487,000",2006, Atlantic , High end of range , F = 0.15 to 0.20 ,,,
 mac.27.nea - 2007 , Mackerel ,mac.27.nea,"1-8, 14, 9a","509,000",2007, Atlantic , High end of range , F = 0.15 to 0.20 ,,,
 mac.27.nea - 2008 , Mackerel ,mac.27.nea,"1-8, 14, 9a","456,000",2008, Atlantic , High end of range , F = 0.15 to 0.20 ,,,
 mac.27.nea - 2009 , Mackerel ,mac.27.nea,"1-8, 14, 9a","578,000",2009, Atlantic , High end of range , F = 0.15 to 0.20 ,,,
 mac.27.nea - 2010 , Mackerel ,mac.27.nea,"1-8, 14, 9a","572,000",2010, Atlantic , High end of range , Harvest control rule ,,,
 mac.27.nea - 2011 , Mackerel ,mac.27.nea,"1-8, 14, 9a","672,000",2011, Atlantic , High end of range , See scenarios ,,,
 mac.27.nea - 2012 , Mackerel ,mac.27.nea,"1-8, 14, 9a","639,000",2012, Atlantic , High end of range , Follow the management plan ,,,
 mac.27.nea - 2013 , Mackerel ,mac.27.nea,"1-8, 14, 9a","542,000",2013, Atlantic , High end of range , Follow the management plan ,,,
 mac.27.nea - 2014 , Mackerel ,mac.27.nea,"1-8, 14, 9a","1,011,000",2014, Atlantic , High end of range , Follow the management plan ,,,
 mac.27.nea - 2015 , Mackerel ,mac.27.nea,"1-8, 14, 9a","906,000",2015, Atlantic ," High end of range, Assume landings =catches ", Follow the management plan ,906 , - ,
 mac.27.nea - 2016 , Mackerel ,mac.27.nea,"1-8, 14, 9a","773,842",2016, Atlantic ,, MSY approach ,667 , - ,
 mac.27.nea - 2017 , Mackerel ,mac.27.nea,"1-8, 14, 9a","857,185",2017, Atlantic ,, MSY approach ,857 , - ,
 mac.27.nea - 2018 , Mackerel ,mac.27.nea,"1-8, 14, 9a","550,948",2018, Atlantic ,, MSY approach ,551 , - ,
 mac.27.nea - 2019 , Mackerel ,mac.27.nea,"1-8, 14, 9a","770,358",2019, Atlantic , Updated advice , MSY approach ,551 , - ,
 mac.27.nea - 2020 , Mackerel ,mac.27.nea,"1-8, 14, 9a","922,064",2020, Atlantic ,, MSY approach ,551 , - ,
 lez.27.4a6a + lez.27.6b - 2001 , Megrims ,lez.27.4a6a + lez.27.6b,"4a, 6a + 6b","4,840",2001, Atlantic ,, Maintain current TAC ,,,
 lez.27.4a6a + lez.27.6b - 2002 , Megrims ,lez.27.4a6a + lez.27.6b,"4a, 6a + 6b","4,360",2002, Atlantic ,, Maintain current TAC ,,,
 lez.27.4a6a + lez.27.6b - 2003 , Megrims ,lez.27.4a6a + lez.27.6b,"4a, 6a + 6b","4,360",2003, Atlantic ,, Maintain current TAC ,,,
 lez.27.4a6a + lez.27.6b - 2004 , Megrims ,lez.27.4a6a + lez.27.6b,"4a, 6a + 6b","3,600",2004, Atlantic ,, Reduce TAC to recent landings ,,,
 lez.27.4a6a + lez.27.6b - 2005 , Megrims ,lez.27.4a6a + lez.27.6b,"4a, 6a + 6b","2,300",2005, Atlantic ,, Reduce TAC to recent landings ,,,
 lez.27.4a6a + lez.27.6b - 2006 , Megrims ,lez.27.4a6a + lez.27.6b,"4a, 6a + 6b","2,300",2006, Atlantic ,, Reduce TAC to recent landings ,,,
 lez.27.4a6a + lez.27.6b - 2007 , Megrims ,lez.27.4a6a + lez.27.6b,"4a, 6a + 6b","2,100",2007, Atlantic ,, Reduce TAC to recent landings ,,,
 lez.27.4a6a + lez.27.6b - 2008 , Megrims ,lez.27.4a6a + lez.27.6b,"4a, 6a + 6b","1,400",2008, Atlantic ,, Reduce TAC to recent landings ,,,
 lez.27.4a6a + lez.27.6b - 2009 , Megrims ,lez.27.4a6a + lez.27.6b,"4a, 6a + 6b","1,400",2009, Atlantic ,, Same advice as last year ,,,
 lez.27.4a6a + lez.27.6b - 2010 , Megrims ,lez.27.4a6a + lez.27.6b,"4a, 6a + 6b","1,380",2010, Atlantic ,, No increase in effort ,,,
 lez.27.4a6a + lez.27.6b - 2011 , Megrims ,lez.27.4a6a + lez.27.6b,"4a, 6a + 6b","1,350",2011, Atlantic ,, No increase in catches ,,,
 lez.27.4a6a + lez.27.6b - 2012 , Megrims ,lez.27.4a6a + lez.27.6b,"4a, 6a + 6b","1,510",2012, Atlantic ,, No increase in catches ,,,
 lez.27.4a6a + lez.27.6b - 2013 , Megrims ,lez.27.4a6a + lez.27.6b,"4a, 6a + 6b","4,860",2013, Atlantic ,, MSY framework ,,,
 lez.27.4a6a + lez.27.6b - 2014 , Megrims ,lez.27.4a6a + lez.27.6b,"4a, 6a + 6b","6,157",2014, Atlantic ,, MSY approach ,,,
 lez.27.4a6a + lez.27.6b - 2015 , Megrims ,lez.27.4a6a + lez.27.6b,"4a, 6a + 6b","6,212",2015, Atlantic ,, Same advice as for 2014 ,7 , ? 5.95000 ,
 lez.27.4a6a + lez.27.6b - 2016 , Megrims ,lez.27.4a6a + lez.27.6b,"4a, 6a + 6b","7,853",2016, Atlantic ,," MSY approach, landings not catches ",9 , ? 7.53900 ,
 lez.27.4a6a + lez.27.6b - 2017 , Megrims ,lez.27.4a6a + lez.27.6b,"4a, 6a + 6b","7,881",2017, Atlantic ,," MSY approach, landings not catches ",9 , ? 7.53900 ,
 lez.27.4a6a + lez.27.6b - 2018 , Megrims ,lez.27.4a6a + lez.27.6b,"4a, 6a + 6b","7,592",2018, Atlantic ,," MSY approach, landings not catches ",8 , ? 7.59200 ,
 lez.27.4a6a + lez.27.6b - 2019 , Megrims ,lez.27.4a6a + lez.27.6b,"4a, 6a + 6b","8,669",2019, Atlantic ,, MSY approach ,8 , ? 7.59200 ,
 lez.27.4a6a + lez.27.6b - 2020 , Megrims ,lez.27.4a6a + lez.27.6b,"4a, 6a + 6b","8,823",2020, Atlantic , Add Rockall. MSY approach. , Management plan ,8 , ? 7.59200 ,
 ldb.27.7b-k8abd + meg.27.7b-k8abd - 2001 , Megrims ,ldb.27.7b-k8abd + meg.27.7b-k8abd,"7b-k, 8ab.d","14,100",2001, Atlantic ,,,,,
 ldb.27.7b-k8abd + meg.27.7b-k8abd - 2002 , Megrims ,ldb.27.7b-k8abd + meg.27.7b-k8abd,"7b-k, 8ab.d","13,000",2002, Atlantic ,,,,,
 ldb.27.7b-k8abd + meg.27.7b-k8abd - 2003 , Megrims ,ldb.27.7b-k8abd + meg.27.7b-k8abd,"7b-k, 8ab.d","16,100",2003, Atlantic ,,,,,
 ldb.27.7b-k8abd + meg.27.7b-k8abd - 2004 , Megrims ,ldb.27.7b-k8abd + meg.27.7b-k8abd,"7b-k, 8ab.d","20,200",2004, Atlantic ,,,,,
 ldb.27.7b-k8abd + meg.27.7b-k8abd - 2005 , Megrims ,ldb.27.7b-k8abd + meg.27.7b-k8abd,"7b-k, 8ab.d","22,600",2005, Atlantic ,,,,,
 ldb.27.7b-k8abd + meg.27.7b-k8abd - 2006 , Megrims ,ldb.27.7b-k8abd + meg.27.7b-k8abd,"7b-k, 8ab.d","13,600",2006, Atlantic ,,,,,
 ldb.27.7b-k8abd + meg.27.7b-k8abd - 2007 , Megrims ,ldb.27.7b-k8abd + meg.27.7b-k8abd,"7b-k, 8ab.d","14,200",2007, Atlantic ,,,,,
 ldb.27.7b-k8abd + meg.27.7b-k8abd - 2008 , Megrims ,ldb.27.7b-k8abd + meg.27.7b-k8abd,"7b-k, 8ab.d","13,000",2008, Atlantic ,,,,,
 ldb.27.7b-k8abd + meg.27.7b-k8abd - 2009 , Megrims ,ldb.27.7b-k8abd + meg.27.7b-k8abd,"7b-k, 8ab.d","13,000",2009, Atlantic ,,,,,
 ldb.27.7b-k8abd + meg.27.7b-k8abd - 2010 , Megrims ,ldb.27.7b-k8abd + meg.27.7b-k8abd,"7b-k, 8ab.d","13,000",2010, Atlantic ,,,,,
 ldb.27.7b-k8abd + meg.27.7b-k8abd - 2011 , Megrims ,ldb.27.7b-k8abd + meg.27.7b-k8abd,"7b-k, 8ab.d",-,2011, Atlantic ,,,,,
 ldb.27.7b-k8abd + meg.27.7b-k8abd - 2012 , Megrims ,ldb.27.7b-k8abd + meg.27.7b-k8abd,"7b-k, 8ab.d",-,2012, Atlantic ,,,,,
 ldb.27.7b-k8abd + meg.27.7b-k8abd - 2013 , Megrims ,ldb.27.7b-k8abd + meg.27.7b-k8abd,"7b-k, 8ab.d","12,000",2013, Atlantic ,,,,,
 ldb.27.7b-k8abd + meg.27.7b-k8abd - 2014 , Megrims ,ldb.27.7b-k8abd + meg.27.7b-k8abd,"7b-k, 8ab.d","12,000",2014, Atlantic ,,,,,
 ldb.27.7b-k8abd + meg.27.7b-k8abd - 2015 , Megrims ,ldb.27.7b-k8abd + meg.27.7b-k8abd,"7b-k, 8ab.d","15,180",2015, Atlantic ,,,-, ? 15.18000 ,
 ldb.27.7b-k8abd + meg.27.7b-k8abd - 2016 , Megrims ,ldb.27.7b-k8abd + meg.27.7b-k8abd,"7b-k, 8ab.d","18,216",2016, Atlantic ,, Precautionary approach (increase recent advised landings by no more than 20%) ,-, ? 18.21600 ,
 ldb.27.7b-k8abd + meg.27.7b-k8abd - 2017 , Megrims ,ldb.27.7b-k8abd + meg.27.7b-k8abd,"7b-k, 8ab.d","13,709",2017, Atlantic ,, Precautionary approach (increase recent advised landings by no more than 20%) ,16 , ? 13.70900 ,
 ldb.27.7b-k8abd + meg.27.7b-k8abd - 2018 , Megrims ,ldb.27.7b-k8abd + meg.27.7b-k8abd,"7b-k, 8ab.d","12,884",2018, Atlantic ,, Precautionary approach (increase recent advised landings by no more than 20%) ,16 , ? 12.88400 ,
 ldb.27.7b-k8abd + meg.27.7b-k8abd - 2019 , Megrims ,ldb.27.7b-k8abd + meg.27.7b-k8abd,"7b-k, 8ab.d","18,976",2019, Atlantic ,, MSY approach ,16 , ? 12.88400 ,
 ldb.27.7b-k8abd + meg.27.7b-k8abd - 2020 , Megrims ,ldb.27.7b-k8abd + meg.27.7b-k8abd,"7b-k, 8ab.d","19,982",2020, Atlantic ," MSY approach. Range 13,218-28,838. ", Management plan ,16 , ? 12.88400 ,
 ldb.27.8c9a + meg.27.8c9a - 2001 , Megrims ,ldb.27.8c9a + meg.27.8c9a,"8c, 9a","1,610",2001, Atlantic ,, No increase in F ,,,
 ldb.27.8c9a + meg.27.8c9a - 2002 , Megrims ,ldb.27.8c9a + meg.27.8c9a,"8c, 9a","1,550",2002, Atlantic ,, No increase in F ,,,
 ldb.27.8c9a + meg.27.8c9a - 2003 , Megrims ,ldb.27.8c9a + meg.27.8c9a,"8c, 9a","1,550",2003, Atlantic ,, No increase in F ,,,
 ldb.27.8c9a + meg.27.8c9a - 2004 , Megrims ,ldb.27.8c9a + meg.27.8c9a,"8c, 9a","1,380",2004, Atlantic ,, No increase in F ,,,
 ldb.27.8c9a + meg.27.8c9a - 2005 , Megrims ,ldb.27.8c9a + meg.27.8c9a,"8c, 9a","1,090",2005, Atlantic ,, No increase in F ,,,
 ldb.27.8c9a + meg.27.8c9a - 2006 , Megrims ,ldb.27.8c9a + meg.27.8c9a,"8c, 9a","1,200",2006, Atlantic ,, No increase in F ,,,
 ldb.27.8c9a + meg.27.8c9a - 2007 , Megrims ,ldb.27.8c9a + meg.27.8c9a,"8c, 9a","1,400",2007, Atlantic ,, No increase in F ,,,
 ldb.27.8c9a + meg.27.8c9a - 2008 , Megrims ,ldb.27.8c9a + meg.27.8c9a,"8c, 9a","1,400",2008, Atlantic ,, No increase in F ,,,
 ldb.27.8c9a + meg.27.8c9a - 2009 , Megrims ,ldb.27.8c9a + meg.27.8c9a,"8c, 9a","1,400",2009, Atlantic ,, Same advice as last year ,,,
 ldb.27.8c9a + meg.27.8c9a - 2010 , Megrims ,ldb.27.8c9a + meg.27.8c9a,"8c, 9a",900,2010, Atlantic ,, Reduce F to F0.1 ,,,
 ldb.27.8c9a + meg.27.8c9a - 2011 , Megrims ,ldb.27.8c9a + meg.27.8c9a,"8c, 9a",890,2011, Atlantic ,, MSY framework ,,,
 ldb.27.8c9a + meg.27.8c9a - 2012 , Megrims ,ldb.27.8c9a + meg.27.8c9a,"8c, 9a",860,2012, Atlantic ,, MSY framework ,,,
 ldb.27.8c9a + meg.27.8c9a - 2013 , Megrims ,ldb.27.8c9a + meg.27.8c9a,"8c, 9a",890,2013, Atlantic ,, MSY framework ,,,
 ldb.27.8c9a + meg.27.8c9a - 2014 , Megrims ,ldb.27.8c9a + meg.27.8c9a,"8c, 9a","2,260",2014, Atlantic ,, MSY approach ,,,
 ldb.27.8c9a + meg.27.8c9a - 2015 , Megrims ,ldb.27.8c9a + meg.27.8c9a,"8c, 9a","1,010",2015, Atlantic ,, MSY approach ,1 , ? 1.01000 ,
 ldb.27.8c9a + meg.27.8c9a - 2016 , Megrims ,ldb.27.8c9a + meg.27.8c9a,"8c, 9a","1,013",2016, Atlantic ,, MSY approach ,1 , ? 1.01300 ,
 ldb.27.8c9a + meg.27.8c9a - 2017 , Megrims ,ldb.27.8c9a + meg.27.8c9a,"8c, 9a","1,055",2017, Atlantic ,, MSY approach ,1 , ? 1.05500 ,
 ldb.27.8c9a + meg.27.8c9a - 2018 , Megrims ,ldb.27.8c9a + meg.27.8c9a,"8c, 9a","1,415",2018, Atlantic ,, MSY approach ,1 , ? 1.41500 ,
 ldb.27.8c9a + meg.27.8c9a - 2019 , Megrims ,ldb.27.8c9a + meg.27.8c9a,"8c, 9a","2,064",2019, Atlantic ,, MSY approach ,1 , ? 1.41500 ,
 ldb.27.8c9a + meg.27.8c9a - 2020 , Megrims ,ldb.27.8c9a + meg.27.8c9a,"8c, 9a","2,419",2020, Atlantic ," MSY approach. Range 357-648 (Lepidorhombus whiffiagonis) and 1,275-2,651 (Lepidorhombus boscii). ", Management plan ,1 , ? 1.41500 ,
 pra.27.3a4a - 2001 , Northern prawn ,pra.27.3a4a,"3a West, 4a East ","13,400",2001, Atlantic ,, Maintain F ,,,
 pra.27.3a4a - 2002 , Northern prawn ,pra.27.3a4a,"3a West, 4a East ","12,600",2002, Atlantic ,, Long-term average landings ,,,
 pra.27.3a4a - 2003 , Northern prawn ,pra.27.3a4a,"3a West, 4a East ","14,700",2003, Atlantic ,, Maintain F ,,,
 pra.27.3a4a - 2004 , Northern prawn ,pra.27.3a4a,"3a West, 4a East ","15,300",2004, Atlantic ,, No increase in F ,,,
 pra.27.3a4a - 2005 , Northern prawn ,pra.27.3a4a,"3a West, 4a East ","13,000",2005, Atlantic ,, No increase in catch above recent level ,,,
 pra.27.3a4a - 2006 , Northern prawn ,pra.27.3a4a,"3a West, 4a East ","13,500",2006, Atlantic ,, No increase in catch above recent level ,,,
 pra.27.3a4a - 2007 , Northern prawn ,pra.27.3a4a,"3a West, 4a East ","14,000",2007, Atlantic ,, No increase in catch above recent level ,,,
 pra.27.3a4a - 2008 , Northern prawn ,pra.27.3a4a,"3a West, 4a East ","15,000",2008, Atlantic ,, No increase in catch above recent level ,,,
 pra.27.3a4a - 2009 , Northern prawn ,pra.27.3a4a,"3a West, 4a East ","15,000",2009, Atlantic ,, Same advice as last year ,,,
 pra.27.3a4a - 2010 , Northern prawn ,pra.27.3a4a,"3a West, 4a East ","13,000",2010, Atlantic ,, No increase in landings above 2008 ,,,
 pra.27.3a4a - 2011 , Northern prawn ,pra.27.3a4a,"3a West, 4a East ","8,800",2011, Atlantic ,, At least 30% decrease in landings of ,,,
 pra.27.3a4a - 2012 , Northern prawn ,pra.27.3a4a,"3a West, 4a East ",-,2012, Atlantic ,," 2007?2009, reduce discards, ",,,
 pra.27.3a4a - 2013 , Northern prawn ,pra.27.3a4a,"3a West, 4a East ","5,800",2013, Atlantic ,, Reduce catches and reduce discards ,,,
 pra.27.3a4a - 2014 , Northern prawn ,pra.27.3a4a,"3a West, 4a East ","5,426",2014, Atlantic ,, Reduce landings by 36% and reduce discards ,,,
 pra.27.3a4a - 2015 , Northern prawn ,pra.27.3a4a,"3a West, 4a East ","9,777",2015, Atlantic ,," MSY considerations, reduce discards ",11 , ? 9.77700 ,
 pra.27.3a4a - 2016 , Northern prawn ,pra.27.3a4a,"3a West, 4a East ","18,598",2016, Atlantic ,," MSY considerations, reduce discards ",22 , ? 18.59800 ,
 pra.27.3a4a - 2017 , Northern prawn ,pra.27.3a4a,"3a West, 4a East ","13,721",2017, Atlantic ,," MSY considerations, reduce discards ",14 , ? 11.86900 ,
 pra.27.3a4a - 2018 , Northern prawn ,pra.27.3a4a,"3a West, 4a East ","10,475",2018, Atlantic ,," MSY considerations, reduce discards ",10 ,,
 pra.27.3a4a - 2019 , Northern prawn ,pra.27.3a4a,"3a West, 4a East ","4,608",2019, Atlantic , First two quarters ," MSY considerations, reduce discards ",10 ,,
 pra.27.3a4a - 2020 , Northern prawn ,pra.27.3a4a,"3a West, 4a East ","6,329",2020, Atlantic , First two quarters ," MSY considerations, reduce discards ",10 ,,
 pra.27.4a - 2001 , Northern prawn ,pra.27.4a,4a,-,2001, Atlantic ,, Maintain F ,,,
 pra.27.4a - 2002 , Northern prawn ,pra.27.4a,4a,-,2002, Atlantic ,, Long-term average landings ,,,
 pra.27.4a - 2003 , Northern prawn ,pra.27.4a,4a,-,2003, Atlantic ,, Maintain F ,,,
 pra.27.4a - 2004 , Northern prawn ,pra.27.4a,4a,-,2004, Atlantic ,, No increase in F ,,,
 pra.27.4a - 2005 , Northern prawn ,pra.27.4a,4a,-,2005, Atlantic ,, No increase in catch above recent level ,,,
 pra.27.4a - 2006 , Northern prawn ,pra.27.4a,4a,"1,300",2006, Atlantic ,, No increase in catch above recent level ,,,
 pra.27.4a - 2007 , Northern prawn ,pra.27.4a,4a,-,2007, Atlantic ,, No increase in catch above recent level ,,,
 pra.27.4a - 2008 , Northern prawn ,pra.27.4a,4a,-,2008, Atlantic ,, No increase in catch above recent level ,,,
 pra.27.4a - 2009 , Northern prawn ,pra.27.4a,4a,-,2009, Atlantic ,, Same advice as last year ,,,
 pra.27.4a - 2010 , Northern prawn ,pra.27.4a,4a,-,2010, Atlantic ,, No increase in landings above 2008 ,,,
 pra.27.4a - 2011 , Northern prawn ,pra.27.4a,4a,"1,400",2011, Atlantic ,, At least 30% decrease in landings of ,,,
 pra.27.4a - 2012 , Northern prawn ,pra.27.4a,4a,-,2012, Atlantic ,," 2007?2009, reduce discards, ",,,
 pra.27.4a - 2013 , Northern prawn ,pra.27.4a,4a,0,2013, Atlantic ,, Reduce catches and reduce discards ,,,
 pra.27.4a - 2014 , Northern prawn ,pra.27.4a,4a,0,2014, Atlantic ,, Reduce landings by 36% and reduce discards ,,,
 pra.27.4a - 2015 , Northern prawn ,pra.27.4a,4a,0,2015, Atlantic ,," MSY considerations, reduce discards ",0 , ? -   ,
 pra.27.4a - 2016 , Northern prawn ,pra.27.4a,4a,0,2016, Atlantic ,, No increase in catch unless there is evidence that this will be sustainable ,0 , ? -   ,
 pra.27.4a - 2017 , Northern prawn ,pra.27.4a,4a,0,2017, Atlantic ,, No increase in catch unless there is evidence that this will be sustainable ,0 , ? -   ,
 pra.27.4a - 2018 , Northern prawn ,pra.27.4a,4a,0,2018, Atlantic ,, No increase in catch unless there is evidence that this will be sustainable ,0 , ? -   ,
 pra.27.4a - 2019 , Northern prawn ,pra.27.4a,4a,0,2019, Atlantic ,, No targeted fisheries on this stock ,0 , ? -   ,
 pra.27.4a - 2020 , Northern prawn ,pra.27.4a,4a,0,2020, Atlantic ,, No targeted fisheries on this stock ,0 , ? -   ,
 nep.fu.14 + nep.fu.15 + nep.fu.16 + nep.fu.17 + nep.fu.18 + nep.fu.2021 + nep.fu.22 - 2001 , Norway lobster ,nep.fu.14 + nep.fu.15 + nep.fu.16 + nep.fu.17 + nep.fu.18 + nep.fu.2021 + nep.fu.22,7,"17,200",2001, Atlantic ,,,,,
 nep.fu.14 + nep.fu.15 + nep.fu.16 + nep.fu.17 + nep.fu.18 + nep.fu.2021 + nep.fu.22 - 2002 , Norway lobster ,nep.fu.14 + nep.fu.15 + nep.fu.16 + nep.fu.17 + nep.fu.18 + nep.fu.2021 + nep.fu.22,7,"17,790",2002, Atlantic ,,,,,
 nep.fu.14 + nep.fu.15 + nep.fu.16 + nep.fu.17 + nep.fu.18 + nep.fu.2021 + nep.fu.22 - 2003 , Norway lobster ,nep.fu.14 + nep.fu.15 + nep.fu.16 + nep.fu.17 + nep.fu.18 + nep.fu.2021 + nep.fu.22,7,"17,790",2003, Atlantic ,,,,,
 nep.fu.14 + nep.fu.15 + nep.fu.16 + nep.fu.17 + nep.fu.18 + nep.fu.2021 + nep.fu.22 - 2004 , Norway lobster ,nep.fu.14 + nep.fu.15 + nep.fu.16 + nep.fu.17 + nep.fu.18 + nep.fu.2021 + nep.fu.22,7,"17,450",2004, Atlantic ,,,,,
 nep.fu.14 + nep.fu.15 + nep.fu.16 + nep.fu.17 + nep.fu.18 + nep.fu.2021 + nep.fu.22 - 2005 , Norway lobster ,nep.fu.14 + nep.fu.15 + nep.fu.16 + nep.fu.17 + nep.fu.18 + nep.fu.2021 + nep.fu.22,7,"17,450",2005, Atlantic ,,,,,
